Gender, Age, Job, Zodiac, AvgPostLength, AvgWordLength, AvgPostFrequency, NumURL, NumInternetWords, NumAdjectives, Num_the, Num_i, Num_and, Num_him, Num_of 
female, 46, indUnk, Leo, 726.807453, 4.200445, 0.534161, 0.053773, 0.000431, 0.032558, 0.048029, 0.035681, 0.054527, 0.037835, 0.022292 
female, 38, indUnk, Gemini, 146.854617, 4.193257, 0.170923, 0.057332, 0.000000, 0.029003, 0.050320, 0.015876, 0.051722, 0.016942, 0.025356 
male, 24, Technology, Aries, 1987.526316, 3.851010, 4.578947, 0.054151, 0.000306, 0.024577, 0.053335, 0.035692, 0.057006, 0.048134, 0.013971 
female, 23, indUnk, Taurus, 867.368421, 4.656683, 2.289474, 0.024583, 0.000283, 0.057643, 0.041113, 0.005934, 0.053687, 0.007064, 0.024018 
female, 39, indUnk, Libra, 592.000000, 4.417910, 1.125000, 0.020522, 0.000000, 0.044776, 0.035448, 0.012127, 0.036381, 0.012127, 0.019590 
male, 23, Student, Cancer, 532.000000, 4.071429, 10.666667, 0.040816, 0.000000, 0.038265, 0.028061, 0.030612, 0.051020, 0.035714, 0.025510 
male, 24, Law, Virgo, 1109.526316, 4.054038, 1.789474, 0.052308, 0.000000, 0.018462, 0.052500, 0.033077, 0.054615, 0.042115, 0.014615 
female, 41, indUnk, Aquarius, 156.777778, 3.772727, 8.444444, 0.037433, 0.000000, 0.024064, 0.040107, 0.024064, 0.045455, 0.029412, 0.005348 
male, 15, indUnk, Taurus, 265.666667, 3.579341, 3.555556, 0.077844, 0.004491, 0.020958, 0.017964, 0.065868, 0.056886, 0.110778, 0.007485 
female, 23, indUnk, Pisces, 4743.000000, 4.226802, 1.750000, 0.060154, 0.000000, 0.032862, 0.036872, 0.042776, 0.056143, 0.050908, 0.017601 
male, 15, Student, Libra, 555.000000, 4.141791, 14.333333, 0.057214, 0.000000, 0.042289, 0.032338, 0.044776, 0.052239, 0.049751, 0.019900 
female, 24, Construction, Libra, 810.483871, 4.325185, 1.370968, 0.048890, 0.000086, 0.034085, 0.049578, 0.026425, 0.052935, 0.031675, 0.023842 
male, 43, Student, Taurus, 685.125000, 4.432673, 5.437500, 0.036797, 0.000000, 0.038011, 0.051759, 0.017388, 0.048928, 0.022240, 0.023858 
female, 24, indUnk, Scorpio, 773.571429, 3.855465, 2.071429, 0.049840, 0.000356, 0.022428, 0.038448, 0.033464, 0.057316, 0.038092, 0.017444 
female, 33, HumanResources, Sagittarius, 965.465517, 4.620977, 0.396552, 0.019723, 0.000000, 0.034247, 0.074682, 0.002146, 0.054464, 0.003466, 0.029708 
female, 17, Education, Capricorn, 559.000000, 3.964539, 12.000000, 0.042553, 0.004728, 0.023641, 0.014184, 0.035461, 0.040189, 0.052009, 0.004728 
male, 24, Construction, Gemini, 397.393939, 4.275143, 0.969697, 0.050693, 0.000489, 0.030155, 0.046129, 0.028036, 0.046781, 0.028199, 0.018745 
male, 15, Student, Cancer, 365.320755, 3.903629, 0.264151, 0.052823, 0.002016, 0.023185, 0.027016, 0.032460, 0.049395, 0.044758, 0.012702 
female, 15, Student, Gemini, 845.333333, 3.878664, 0.944444, 0.062707, 0.000000, 0.024216, 0.035687, 0.050217, 0.046138, 0.073923, 0.009177 
male, 14, Student, Taurus, 920.100000, 3.773995, 2.700000, 0.056194, 0.001231, 0.025021, 0.038556, 0.038556, 0.063987, 0.045119, 0.018048 
female, 15, Student, Gemini, 2606.444444, 4.118570, 3.111111, 0.059460, 0.000059, 0.033593, 0.041025, 0.043483, 0.049980, 0.053608, 0.017850 
male, 17, indUnk, Sagittarius, 854.290323, 3.967491, 0.000000, 0.063371, 0.000000, 0.038801, 0.028315, 0.053783, 0.041948, 0.064869, 0.017528 
female, 24, indUnk, Virgo, 747.178571, 4.055243, 3.071429, 0.048847, 0.000000, 0.030045, 0.055437, 0.027525, 0.050591, 0.034890, 0.020934 
male, 13, indUnk, Capricorn, 216.842105, 4.199796, 0.000000, 0.040775, 0.000000, 0.029562, 0.039755, 0.019368, 0.062181, 0.023445, 0.011213 
female, 15, indUnk, Aquarius, 1273.125000, 3.766642, 2.750000, 0.054487, 0.000000, 0.019724, 0.024901, 0.043886, 0.042899, 0.052268, 0.010355 
male, 23, Manufacturing, Scorpio, 903.812500, 3.982649, 2.125000, 0.071606, 0.000000, 0.033324, 0.042688, 0.050950, 0.045717, 0.055081, 0.013219 
female, 24, Student, Libra, 1477.500000, 3.782400, 10.000000, 0.107840, 0.000000, 0.024320, 0.019200, 0.090560, 0.052480, 0.092160, 0.013760 
female, 27, Education, Leo, 525.264706, 4.034109, 2.500000, 0.072961, 0.000000, 0.025525, 0.042467, 0.047888, 0.052406, 0.048340, 0.016716 
female, 25, indUnk, Pisces, 885.378378, 4.049821, 2.270270, 0.059340, 0.000000, 0.025467, 0.040673, 0.042651, 0.050933, 0.050068, 0.013599 
female, 14, indUnk, Capricorn, 1437.687500, 3.835112, 5.000000, 0.049683, 0.000167, 0.021674, 0.041681, 0.041681, 0.049016, 0.050183, 0.012838 
male, 34, Architecture, Capricorn, 185.142857, 3.951220, 1.285714, 0.059451, 0.000000, 0.021341, 0.050305, 0.019817, 0.050305, 0.019817, 0.024390 
female, 37, Non-Profit, Scorpio, 314.981550, 4.521905, 0.321033, 0.047147, 0.000265, 0.035546, 0.050803, 0.011548, 0.037612, 0.014197, 0.019177 
male, 48, indUnk, Scorpio, 384.125000, 3.919643, 5.750000, 0.053571, 0.000000, 0.020408, 0.030612, 0.038265, 0.047194, 0.043367, 0.016582 
male, 24, indUnk, Aquarius, 3300.333333, 4.256664, 1.333333, 0.036543, 0.000000, 0.032674, 0.064058, 0.018057, 0.057610, 0.018917, 0.022356 
female, 23, indUnk, Scorpio, 2733.500000, 4.218364, 0.000000, 0.028164, 0.000000, 0.015432, 0.059414, 0.008873, 0.067515, 0.015432, 0.028935 
female, 14, indUnk, Gemini, 679.857143, 3.750197, 2.428571, 0.065406, 0.000788, 0.011032, 0.048069, 0.054374, 0.034673, 0.063042, 0.007880 
female, 14, indUnk, Virgo, 673.875000, 3.609642, 5.062500, 0.079009, 0.000000, 0.013057, 0.039505, 0.065952, 0.051557, 0.073652, 0.008370 
female, 15, indUnk, Scorpio, 1730.900000, 3.830272, 1.800000, 0.053330, 0.000000, 0.028767, 0.028104, 0.044921, 0.046470, 0.056650, 0.016818 
male, 26, Religion, Capricorn, 1384.600000, 4.817676, 2.600000, 0.036186, 0.000000, 0.071677, 0.072373, 0.022269, 0.041754, 0.022269, 0.041754 
female, 23, Religion, Aries, 1711.500000, 3.826719, 3.500000, 0.055897, 0.000559, 0.025154, 0.045277, 0.045836, 0.054220, 0.059810, 0.012297 
male, 26, Technology, Sagittarius, 165.150000, 4.057740, 3.550000, 0.062654, 0.000000, 0.033170, 0.040541, 0.019656, 0.058968, 0.022113, 0.017199 
male, 15, Student, Cancer, 625.900000, 3.825795, 7.000000, 0.048900, 0.000000, 0.020171, 0.034230, 0.034841, 0.044621, 0.042787, 0.010391 
female, 37, Communications-Media, Taurus, 553.769231, 4.087148, 0.836538, 0.047619, 0.000142, 0.024839, 0.055071, 0.029948, 0.047761, 0.037329, 0.018168 
female, 13, indUnk, Sagittarius, 229.960000, 3.599875, 2.600000, 0.062617, 0.012523, 0.019411, 0.021916, 0.054477, 0.028804, 0.055103, 0.008766 
female, 41, Tourism, Pisces, 874.500000, 4.011468, 24.000000, 0.059633, 0.000000, 0.041284, 0.055046, 0.041284, 0.038991, 0.045872, 0.013761 
male, 15, indUnk, Sagittarius, 502.195122, 4.114708, 1.121951, 0.036371, 0.001599, 0.025180, 0.048961, 0.016387, 0.050959, 0.019185, 0.019984 
male, 15, Student, Pisces, 516.952381, 3.973646, 4.000000, 0.053807, 0.000366, 0.037701, 0.018302, 0.042460, 0.049780, 0.053075, 0.015007 
male, 23, Student, Gemini, 921.900000, 4.006519, 2.800000, 0.049109, 0.000000, 0.027379, 0.036071, 0.037810, 0.056063, 0.044329, 0.010865 
female, 17, indUnk, Sagittarius, 1193.523810, 3.806226, 2.285714, 0.038421, 0.003645, 0.014882, 0.039636, 0.030828, 0.066211, 0.035535, 0.014427 
female, 36, indUnk, Scorpio, 957.000000, 4.393939, 9.000000, 0.038567, 0.000000, 0.049587, 0.044995, 0.021120, 0.065197, 0.024793, 0.023875 
female, 26, Internet, Sagittarius, 408.750000, 3.939759, 0.750000, 0.106024, 0.000000, 0.026506, 0.014458, 0.069880, 0.043373, 0.089157, 0.012048 
female, 24, indUnk, Libra, 1358.630435, 3.820110, 1.076087, 0.069927, 0.000153, 0.027048, 0.027384, 0.059627, 0.043123, 0.074083, 0.010116 
male, 41, Technology, Gemini, 299.931818, 4.092093, 1.000000, 0.043721, 0.000155, 0.029457, 0.054884, 0.016744, 0.050078, 0.021860, 0.022636 
female, 17, indUnk, Scorpio, 1464.444444, 3.747512, 8.888889, 0.085584, 0.005118, 0.028433, 0.013932, 0.077339, 0.045778, 0.092408, 0.010520 
male, 38, indUnk, Pisces, 546.825397, 3.978673, 0.000000, 0.031799, 0.000038, 0.022636, 0.070103, 0.013897, 0.037612, 0.016169, 0.013089 
female, 27, indUnk, Cancer, 2567.500000, 4.254350, 1.750000, 0.055924, 0.000000, 0.051781, 0.039768, 0.039354, 0.054681, 0.042254, 0.018641 
male, 25, Science, Scorpio, 341.285714, 3.865696, 0.000000, 0.061489, 0.000000, 0.025890, 0.019417, 0.055016, 0.048544, 0.063107, 0.016181 
female, 24, indUnk, Virgo, 882.722222, 3.886742, 3.277778, 0.056996, 0.001957, 0.023973, 0.044765, 0.043787, 0.049168, 0.054305, 0.012965 
female, 25, Science, Capricorn, 1391.000000, 3.982820, 2.250000, 0.054402, 0.000000, 0.028633, 0.039370, 0.035075, 0.060845, 0.039370, 0.017180 
female, 26, indUnk, Virgo, 592.000000, 4.107941, 0.000000, 0.043948, 0.000000, 0.034695, 0.031611, 0.026985, 0.050116, 0.037008, 0.013107 
female, 23, Student, Capricorn, 416.105263, 4.119854, 3.421053, 0.061490, 0.000000, 0.014070, 0.043773, 0.014070, 0.017196, 0.021886, 0.010422 
male, 23, indUnk, Gemini, 2561.500000, 4.570027, 0.000000, 0.016057, 0.000000, 0.049955, 0.061552, 0.008029, 0.076717, 0.015165, 0.010705 
female, 36, Advertising, Pisces, 1050.666667, 4.041026, 16.000000, 0.044872, 0.000000, 0.016667, 0.052564, 0.039744, 0.066667, 0.050000, 0.021795 
female, 34, Law, Cancer, 452.281250, 4.033724, 0.000000, 0.059365, 0.000000, 0.029822, 0.035953, 0.040134, 0.062152, 0.049052, 0.018116 
female, 15, Military, Sagittarius, 490.375000, 3.972792, 0.000000, 0.048137, 0.001080, 0.025385, 0.038887, 0.033891, 0.048069, 0.040170, 0.014448 
female, 24, Student, Aquarius, 2170.125000, 3.829914, 0.875000, 0.073682, 0.000221, 0.018531, 0.055151, 0.064637, 0.038385, 0.082506, 0.009927 
male, 24, indUnk, Capricorn, 912.400000, 4.062333, 1.400000, 0.042743, 0.000000, 0.022262, 0.047195, 0.024933, 0.056100, 0.030276, 0.022262 
female, 27, Education, Cancer, 963.428571, 3.908432, 6.071429, 0.056216, 0.000290, 0.020574, 0.053028, 0.039119, 0.046074, 0.049841, 0.009852 
male, 24, Student, Cancer, 1418.000000, 4.047574, 6.333333, 0.064700, 0.000000, 0.029496, 0.040913, 0.034253, 0.060894, 0.038059, 0.015224 
female, 44, indUnk, Sagittarius, 390.333333, 3.729299, 12.833333, 0.054140, 0.000000, 0.014331, 0.030255, 0.049363, 0.047771, 0.066879, 0.020701 
male, 26, Non-Profit, Aries, 1058.854167, 4.017469, 1.812500, 0.051854, 0.000079, 0.025136, 0.040787, 0.036203, 0.039760, 0.047822, 0.013359 
male, 24, indUnk, Cancer, 942.692308, 4.169076, 2.807692, 0.044055, 0.000680, 0.033339, 0.045416, 0.023643, 0.046266, 0.029427, 0.015819 
male, 39, Technology, Aquarius, 705.333333, 3.809181, 1.833333, 0.070207, 0.000900, 0.023402, 0.029703, 0.048605, 0.071107, 0.049505, 0.017102 
female, 17, Arts, Sagittarius, 2610.500000, 4.090891, 3.000000, 0.040744, 0.000196, 0.029187, 0.037218, 0.028208, 0.055436, 0.036239, 0.018022 
male, 23, Arts, Capricorn, 827.269231, 3.907885, 3.038462, 0.053052, 0.000000, 0.020349, 0.025799, 0.044150, 0.058140, 0.054324, 0.009266 
female, 17, Student, Gemini, 359.200000, 3.613682, 3.600000, 0.066398, 0.000000, 0.016097, 0.018109, 0.052314, 0.022133, 0.068410, 0.014085 
male, 26, Technology, Aquarius, 422.400000, 4.345679, 7.800000, 0.041152, 0.002058, 0.043210, 0.014403, 0.020576, 0.034979, 0.024691, 0.006173 
male, 36, Education, Sagittarius, 1096.870370, 4.714343, 1.500000, 0.044970, 0.000080, 0.043457, 0.072986, 0.013690, 0.047915, 0.013849, 0.032553 
female, 14, Student, Aquarius, 951.321429, 3.910765, 0.000000, 0.048450, 0.000117, 0.027778, 0.033915, 0.032182, 0.060782, 0.039376, 0.012479 
male, 26, Internet, Capricorn, 718.937500, 3.915248, 1.062500, 0.053778, 0.000340, 0.019061, 0.042206, 0.039483, 0.045950, 0.040163, 0.011913 
female, 36, indUnk, Leo, 441.428571, 3.881910, 11.571429, 0.090452, 0.000000, 0.021357, 0.046482, 0.067839, 0.043970, 0.077889, 0.023869 
male, 26, Student, Virgo, 1137.400000, 4.203252, 4.400000, 0.055432, 0.000000, 0.039172, 0.054693, 0.034738, 0.056911, 0.043607, 0.013304 
male, 44, Technology, Scorpio, 798.833333, 4.017603, 0.500000, 0.062867, 0.000000, 0.020117, 0.031852, 0.041911, 0.061190, 0.042749, 0.020117 
male, 25, RealEstate, Cancer, 706.250000, 4.235382, 9.250000, 0.031484, 0.000000, 0.040480, 0.034483, 0.017991, 0.049475, 0.023988, 0.017991 
male, 13, indUnk, Aries, 792.666667, 4.064957, 0.000000, 0.049573, 0.000000, 0.018803, 0.027350, 0.042735, 0.042735, 0.058120, 0.015385 
male, 23, indUnk, Taurus, 687.068376, 4.098032, 0.717949, 0.043077, 0.000102, 0.031556, 0.045830, 0.025387, 0.061175, 0.031913, 0.021258 
male, 26, Tourism, Scorpio, 3145.666667, 4.770981, 0.000000, 0.016684, 0.000000, 0.030839, 0.044489, 0.002022, 0.055106, 0.002022, 0.020222 
male, 26, Internet, Libra, 1276.113208, 3.963781, 1.622642, 0.048057, 0.001172, 0.024849, 0.044892, 0.033874, 0.049815, 0.043134, 0.019516 
female, 16, indUnk, Sagittarius, 1940.500000, 3.801175, 0.500000, 0.051910, 0.000979, 0.024486, 0.032321, 0.047992, 0.042116, 0.052889, 0.009794 
male, 16, indUnk, Aquarius, 684.821429, 4.044505, 3.071429, 0.043029, 0.001266, 0.020882, 0.032904, 0.035014, 0.043029, 0.045349, 0.011179 
male, 16, Arts, Aquarius, 789.437500, 4.250000, 4.125000, 0.021198, 0.000336, 0.044415, 0.040040, 0.009085, 0.045087, 0.010094, 0.024226 
male, 27, indUnk, Libra, 1155.333333, 3.742981, 1.000000, 0.099352, 0.000000, 0.029158, 0.019438, 0.089633, 0.051836, 0.091793, 0.011879 
male, 24, indUnk, Cancer, 1417.466667, 3.677274, 4.933333, 0.086129, 0.000346, 0.028191, 0.051712, 0.023002, 0.045659, 0.030266, 0.016603 
female, 24, Communications-Media, Pisces, 758.125000, 3.969241, 0.000000, 0.047448, 0.000327, 0.035995, 0.026505, 0.035668, 0.046793, 0.046466, 0.011780 
female, 14, Student, Pisces, 1426.755556, 3.650859, 1.800000, 0.029455, 0.001194, 0.011771, 0.021836, 0.013932, 0.018310, 0.020471, 0.006994 
male, 17, Education, Aries, 836.375000, 4.028296, 4.375000, 0.045455, 0.001204, 0.030704, 0.033414, 0.026189, 0.034016, 0.034618, 0.012342 
male, 15, Student, Cancer, 562.500000, 3.833049, 0.000000, 0.063032, 0.003407, 0.022147, 0.015332, 0.049404, 0.040886, 0.061329, 0.011925 
male, 43, indUnk, Cancer, 213.684211, 4.049875, 1.078947, 0.041895, 0.000000, 0.020948, 0.047382, 0.025436, 0.049377, 0.025436, 0.023940 
female, 39, indUnk, Cancer, 698.833333, 3.866298, 2.583333, 0.051406, 0.001844, 0.025818, 0.037805, 0.038958, 0.057861, 0.043338, 0.014753 
female, 16, Student, Aries, 1230.600000, 3.851643, 1.900000, 0.062911, 0.003443, 0.030673, 0.024100, 0.050704, 0.038811, 0.071049, 0.011894 
male, 15, Student, Libra, 1147.071429, 4.052233, 5.571429, 0.058037, 0.000000, 0.023467, 0.059046, 0.040121, 0.046177, 0.042140, 0.022710 
female, 23, HumanResources, Leo, 1568.957447, 4.110653, 1.744681, 0.044094, 0.000279, 0.030102, 0.037906, 0.031273, 0.055076, 0.039188, 0.013434 
male, 25, Technology, Leo, 1729.000000, 4.538058, 1.666667, 0.029746, 0.000000, 0.049869, 0.046369, 0.007874, 0.055993, 0.007874, 0.018373 
male, 26, Arts, Gemini, 620.629630, 4.024256, 0.000000, 0.053554, 0.000000, 0.026417, 0.038905, 0.040346, 0.051633, 0.046590, 0.018012 
male, 26, Technology, Aries, 282.526316, 4.000000, 3.263158, 0.040984, 0.000000, 0.029061, 0.045455, 0.023100, 0.049925, 0.023845, 0.028316 
female, 27, Architecture, Aries, 12859.333333, 4.128639, 0.000000, 0.051049, 0.000214, 0.021083, 0.031785, 0.037778, 0.056507, 0.040882, 0.015625 
female, 26, indUnk, Scorpio, 1869.851852, 4.504461, 2.703704, 0.037206, 0.000803, 0.041488, 0.051838, 0.018112, 0.058084, 0.019807, 0.027123 
male, 17, indUnk, Virgo, 902.464286, 3.844948, 2.964286, 0.060408, 0.000304, 0.038040, 0.040018, 0.019933, 0.043974, 0.027845, 0.015368 
female, 23, Non-Profit, Capricorn, 697.000000, 4.166848, 6.818182, 0.052174, 0.002174, 0.028804, 0.032609, 0.031522, 0.046739, 0.036413, 0.011413 
female, 25, indUnk, Cancer, 865.600000, 3.927405, 10.800000, 0.054446, 0.000000, 0.029946, 0.030853, 0.043557, 0.046279, 0.049909, 0.018149 
male, 34, Technology, Aquarius, 897.333333, 4.106789, 2.166667, 0.042715, 0.000763, 0.026697, 0.040427, 0.032037, 0.048818, 0.035850, 0.020595 
female, 23, Student, Cancer, 760.033333, 3.991772, 2.866667, 0.078782, 0.002451, 0.039741, 0.027836, 0.065126, 0.036765, 0.068102, 0.013831 
male, 15, Student, Aquarius, 1036.533333, 4.358845, 2.800000, 0.031119, 0.000421, 0.039950, 0.056770, 0.011775, 0.052285, 0.014438, 0.023269 
male, 23, Education, Libra, 275.666667, 4.124688, 1.333333, 0.047382, 0.002494, 0.037406, 0.037406, 0.022444, 0.062344, 0.034913, 0.017456 
male, 15, Student, Virgo, 4049.444444, 3.797541, 4.500000, 0.072054, 0.001823, 0.027092, 0.030478, 0.052777, 0.038189, 0.058508, 0.009482 
female, 45, indUnk, Leo, 455.190476, 4.002931, 3.619048, 0.033920, 0.000000, 0.019263, 0.054439, 0.018425, 0.081658, 0.019682, 0.019263 
female, 38, indUnk, Taurus, 2166.750000, 4.308368, 6.333333, 0.064623, 0.000000, 0.034631, 0.056835, 0.048384, 0.059321, 0.052361, 0.026678 
male, 24, Technology, Leo, 262.250000, 3.961480, 3.500000, 0.043051, 0.002266, 0.020393, 0.025680, 0.031722, 0.050604, 0.038520, 0.012085 
female, 23, Non-Profit, Gemini, 896.285714, 3.963361, 5.714286, 0.058433, 0.000000, 0.033165, 0.044852, 0.041693, 0.054643, 0.044536, 0.013266 
male, 23, indUnk, Virgo, 1396.638554, 4.418226, 1.024096, 0.040782, 0.000152, 0.041163, 0.054579, 0.019171, 0.042802, 0.020963, 0.021153 
male, 16, Student, Leo, 373.016949, 3.944793, 1.440678, 0.046066, 0.001434, 0.017387, 0.039971, 0.037820, 0.041226, 0.045349, 0.013264 
female, 25, indUnk, Cancer, 1103.800000, 4.209764, 2.000000, 0.055683, 0.000000, 0.047292, 0.037376, 0.044241, 0.048055, 0.047292, 0.022121 
male, 26, Consulting, Virgo, 703.692308, 4.562594, 5.923077, 0.049875, 0.000000, 0.053367, 0.068828, 0.031421, 0.061845, 0.035411, 0.018953 
male, 37, indUnk, Libra, 987.500000, 4.037204, 4.200000, 0.048038, 0.000000, 0.022895, 0.064186, 0.032502, 0.054374, 0.034546, 0.016966 
male, 16, Student, Libra, 1007.625000, 3.731369, 3.541667, 0.062799, 0.001852, 0.027002, 0.024225, 0.045518, 0.032402, 0.048449, 0.009875 
female, 26, Education, Virgo, 210.846154, 3.906784, 1.338462, 0.063284, 0.000000, 0.022805, 0.026226, 0.045610, 0.051881, 0.055302, 0.009692 
male, 24, Education, Capricorn, 384.500000, 4.047368, 18.750000, 0.050000, 0.000000, 0.021053, 0.023684, 0.039474, 0.060526, 0.047368, 0.015789 
female, 15, Student, Virgo, 517.913043, 3.713217, 2.000000, 0.057045, 0.002805, 0.020885, 0.022756, 0.048940, 0.045200, 0.063591, 0.009975 
male, 35, indUnk, Leo, 3035.609756, 4.071312, 1.975610, 0.037291, 0.000033, 0.027707, 0.055414, 0.023062, 0.053582, 0.024272, 0.019725 
male, 23, indUnk, Capricorn, 1042.285714, 4.129032, 1.809524, 0.031315, 0.000000, 0.029051, 0.069704, 0.006980, 0.055461, 0.007829, 0.018959 
female, 47, indUnk, Sagittarius, 1026.560976, 4.019962, 1.341463, 0.046514, 0.000000, 0.032474, 0.042789, 0.034575, 0.052627, 0.039924, 0.015377 
male, 46, Government, Leo, 891.250000, 4.010124, 2.500000, 0.073116, 0.000000, 0.033746, 0.026997, 0.051744, 0.055118, 0.064117, 0.013498 
male, 15, indUnk, Aries, 502.064516, 4.023785, 2.612903, 0.053257, 0.000517, 0.019648, 0.029990, 0.041107, 0.046019, 0.047828, 0.018097 
male, 25, indUnk, Capricorn, 989.111111, 3.805900, 5.888889, 0.079094, 0.000428, 0.023514, 0.035058, 0.070115, 0.023087, 0.080376, 0.007268 
male, 24, indUnk, Aquarius, 739.954545, 3.791987, 3.045455, 0.079665, 0.003494, 0.019101, 0.023993, 0.069881, 0.041929, 0.071279, 0.016306 
male, 25, Student, Pisces, 1418.235294, 4.211207, 1.011765, 0.049745, 0.000384, 0.030252, 0.045832, 0.026340, 0.051806, 0.032593, 0.016489 
female, 27, Student, Gemini, 928.421053, 4.009395, 1.526316, 0.056519, 0.000152, 0.030684, 0.036594, 0.041291, 0.058338, 0.051140, 0.018714 
male, 26, Government, Libra, 887.444444, 4.015586, 2.777778, 0.044746, 0.000000, 0.028658, 0.051785, 0.032680, 0.039216, 0.036199, 0.012569 
male, 27, Technology, Aquarius, 964.890909, 4.921543, 0.000000, 0.042382, 0.000464, 0.037930, 0.039228, 0.010387, 0.054994, 0.010572, 0.019753 
female, 15, Student, Aries, 638.800000, 3.669156, 4.000000, 0.076393, 0.006318, 0.013211, 0.029294, 0.066628, 0.051120, 0.083285, 0.006893 
female, 35, Government, Aries, 396.200000, 4.039110, 1.527273, 0.020019, 0.000927, 0.023540, 0.045598, 0.007044, 0.041149, 0.010565, 0.012419 
male, 15, indUnk, Virgo, 551.857143, 3.994829, 6.428571, 0.045502, 0.001034, 0.026887, 0.043433, 0.031024, 0.043433, 0.040331, 0.017580 
female, 27, indUnk, Leo, 990.888889, 3.906264, 4.777778, 0.036794, 0.000000, 0.024091, 0.035480, 0.028471, 0.055191, 0.040298, 0.010951 
female, 45, Government, Sagittarius, 1892.625000, 4.008737, 10.750000, 0.047657, 0.000000, 0.024093, 0.069367, 0.033625, 0.048716, 0.038920, 0.011120 
male, 36, Communications-Media, Aries, 562.245614, 4.602614, 1.438596, 0.043947, 0.000144, 0.035760, 0.062904, 0.009191, 0.041649, 0.011777, 0.023409 
male, 26, Engineering, Sagittarius, 617.937500, 4.898192, 1.593750, 0.021551, 0.000000, 0.051276, 0.056725, 0.001486, 0.046074, 0.001734, 0.026009 
female, 45, Education, Gemini, 1598.980447, 4.115780, 2.628492, 0.048956, 0.000935, 0.028400, 0.044448, 0.031765, 0.051085, 0.033419, 0.021268 
male, 25, Communications-Media, Scorpio, 1363.064516, 4.060638, 2.451613, 0.051317, 0.000000, 0.036037, 0.048626, 0.037767, 0.057563, 0.046608, 0.020757 
female, 24, Marketing, Aries, 1666.491228, 4.221215, 1.473684, 0.053593, 0.000578, 0.034395, 0.054348, 0.037284, 0.052304, 0.043416, 0.017375 
male, 14, Student, Aries, 324.392857, 4.001322, 2.035714, 0.048899, 0.000441, 0.033040, 0.046696, 0.032159, 0.042731, 0.039207, 0.018943 
female, 43, Government, Scorpio, 7471.875000, 4.180362, 2.625000, 0.026296, 0.000000, 0.036226, 0.063851, 0.012658, 0.052171, 0.020561, 0.017833 
male, 17, Student, Cancer, 751.500000, 4.024905, 0.550000, 0.054562, 0.000335, 0.032001, 0.035951, 0.040236, 0.050813, 0.052822, 0.013791 
male, 37, indUnk, Sagittarius, 863.666667, 4.465317, 2.875000, 0.045239, 0.000431, 0.035976, 0.059026, 0.019819, 0.044808, 0.020896, 0.036622 
female, 17, Student, Aquarius, 355.600000, 3.873638, 0.000000, 0.074074, 0.000000, 0.030501, 0.017429, 0.065359, 0.063181, 0.076253, 0.006536 
male, 15, Internet, Aquarius, 751.117647, 3.818481, 0.000000, 0.072069, 0.002990, 0.020933, 0.037679, 0.044557, 0.047548, 0.054426, 0.012261 
male, 14, Education, Aries, 1130.000000, 3.820795, 0.250000, 0.040575, 0.000000, 0.013525, 0.032122, 0.019442, 0.047337, 0.048183, 0.015216 
female, 26, indUnk, Gemini, 841.877193, 4.119056, 1.526316, 0.052618, 0.000601, 0.021803, 0.052876, 0.033305, 0.049614, 0.041288, 0.018112 
male, 27, HumanResources, Scorpio, 393.812500, 4.654765, 1.166667, 0.047279, 0.000000, 0.033736, 0.069195, 0.005417, 0.044078, 0.007141, 0.028564 
male, 16, Student, Leo, 559.000000, 4.070388, 0.000000, 0.053398, 0.000000, 0.033981, 0.036408, 0.038835, 0.050971, 0.043689, 0.014563 
male, 37, Student, Leo, 2316.736842, 3.859535, 4.526316, 0.064007, 0.000438, 0.023937, 0.040158, 0.045682, 0.054976, 0.049540, 0.015695 
male, 26, Religion, Taurus, 671.944444, 4.115345, 0.000000, 0.047976, 0.000000, 0.025519, 0.042191, 0.023477, 0.055121, 0.030963, 0.025179 
female, 36, indUnk, Capricorn, 1096.555556, 4.226552, 8.388889, 0.041542, 0.000214, 0.026767, 0.050535, 0.024197, 0.061242, 0.029122, 0.024197 
female, 15, indUnk, Aries, 272.777778, 3.854003, 3.388889, 0.058085, 0.001570, 0.025903, 0.019623, 0.050235, 0.038462, 0.058085, 0.003925 
female, 25, indUnk, Aquarius, 2627.200000, 3.969779, 1.200000, 0.048655, 0.000000, 0.028105, 0.040798, 0.030221, 0.048957, 0.039891, 0.011786 
male, 14, indUnk, Aquarius, 541.184211, 3.935132, 2.131579, 0.053004, 0.004018, 0.031573, 0.044585, 0.038079, 0.051665, 0.044967, 0.014925 
male, 16, LawEnforcement-Security, Leo, 966.291667, 3.899613, 3.333333, 0.039516, 0.001009, 0.017656, 0.031444, 0.030940, 0.057508, 0.036825, 0.008744 
male, 16, Student, Virgo, 680.373626, 3.910440, 0.934066, 0.048506, 0.000063, 0.019516, 0.052612, 0.035748, 0.063728, 0.043643, 0.013516 
male, 23, indUnk, Aries, 317.416667, 3.805195, 3.666667, 0.042957, 0.000000, 0.031968, 0.032967, 0.026973, 0.045954, 0.035964, 0.020979 
female, 15, indUnk, Scorpio, 1485.871795, 3.718255, 2.128205, 0.066025, 0.000064, 0.014180, 0.047546, 0.049984, 0.043439, 0.061854, 0.008085 
